"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","ESTYN","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","ESTYN","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
